,label,text
1760,0,stills get pussy jus rational fag
1761,0,class right need headphones seventh period serious bitch ass ms trophenboum
1762,0,aw omg show made cry pussy man really
1763,0,brian stfu twitter could retweet anything make bitch slap
1764,0,know u didnt hit jigga fav purse chill
1765,0,fucking slut foreal fuck dat bitch
1766,0,might go plaq hc bitch gone go
1767,0,faggot agree
1768,0,heartbroken tx inniz ho lmao haha naw chill one laughing vdawg
1769,0,make tell bitch
1770,0,yankees never someone wear single digit uniform season wow shows epic organization
1771,0,bitches stand like wanted mj smooth criminal video bad
1772,0,matter nigga always tryna holla bitch
1773,0,bitch gmfu huh huh lol
1774,0,back hoes want hot
1775,0,believe wiz khalifa one bald bitch getting divorced
1776,0,sick trash talk cocky attitudes shutupandplay refs take control needed
1777,0,twitpic selfie light colored eyes
1778,0,single moms got proven pussy lol fckd truuu
1779,0,hate chick say go deeper u already dishin u got hoes
1780,0,bitch wanna date flyest nigga shocked hoes lol
1781,0,ladies dude put two hands pussy started clapping lmaoo
1782,0,u get u put u offering pussy mad u receive dick
1783,0,things hoes say
1784,0,thats fav part take care whole album trash
1785,0,one wants ugly nigga got stressing hoes lt lies
1786,0,yall partners crime bitch ride solo
1787,0,u got hoes tho werd
1788,0,see every iftheygunnedmedown tweet dis like da colored brady bunch
1789,1,need thank killing niggers reward dis pal graduation
1790,0,homo sorry straight like pull mad bitches
1791,0,even lift pussy
1792,0,half tempted go outside run phone car piece shit fuckiphones pussy
1793,0,early put face pussy bul never early breakfast
1794,0,doc pussy going anywhere
1795,0,want ears look like want bitches earrings lol
1796,0,take people niggas bitches play niggas specially baby daddies bs
1797,0,used fat bitch everybody made fun look made fun ugly
1798,0,hoe
1799,0,pussy pussy nasty ass nigga hope get aids bit harsh rethink statement
1800,0,fuck bitch shut roll threw
1801,0,saying studs fuck trannys let bitch strap muhfuckas childish lol
1802,0,bitch fukkin wicha fuck nigga square fucking
1803,0,knowing picture hoe head good knocked wind boy
1804,0,noll nigga talm bout tt juice ion hoe em
1805,0,eagles fans dont except fact mcoy trash year everybody figured spread offense stopit
1806,0,thot bitches wanna wined amp dined like wife know earn
1807,0,u hella gay u never quit subbing fag
1808,0,haha bitch
1809,0,think hoe pressed shit righttt many times asked ok
1810,0,hoes hoe thangs
1811,0,new song diana well written well done boyzzzzzz bow bitch
1812,0,big oleeeee middle finger bitch
1813,0,people complain prices like bitch look like make rules
1814,1,hate bitch amp fact oomf likes retweeettt x
1815,0,hoe lmfao smuts lmao
1816,0,guys hoes days lmao fucking indirect cause put blast subbin
1817,0,need get laid sike im celibate bitches like
1818,0,boot u hoe niggas girls take bc hoes
1819,0,rico bored bitch damn boy watch hoes
1820,0,rico full shyt full money hoe
1821,0,men biggest hoes lmao
1822,0,one song blacc hollywood dislike except song nicki minaj triffling bitch sucks
1823,0,yea bitch dam
1824,0,bitch comes right amp gets tooo comfortable never saw yo gut hate u
1825,1,bitch ass nigga fuck lt hoes got manners realtalk
1826,0,bitches swear emojis
1827,0,bang trust worthy bitch
1828,0,cute af bitch believe u jus getting pass trusting u wit needle someone head
1829,0,lmaooo nooo hoe oh ok
1830,0,name stefanie stefanie fuck u hoe
1831,0,bitch tried wrong one go hill
1832,0,people ever twitter bitch get mother fuckin diary
1833,0,could write book things hoes say way jose
1834,0,bad optimism royals twins take rose ie colored glasses
1835,0,driving insane fag
1836,0,females get irritated fast fuck hoes
1837,0,bitch called yu back lies
1838,0,together yu gt job hoe
1839,0,rich let bitch get mad like niggas think
1840,0,grown mature pretty amp etc goes window bitch play
1841,0,kim kardashian looking good still look better called bad bitches
1842,0,girl hoe twitter
1843,0,beautiful female still find way fuck w ratchet hoes get
1844,0,would love parkside sport girls dressed like kobe day everyday let see hoes
1845,0,guy said slept girls oh ok let puke know girl dudes slut whore hoe
1846,0,every bitch tell act like nigga whatever fuck means
1847,0,lol bitch responding lol cool imma get one jus trusted
1848,0,close dude master chan right bitch bow master
1849,0,got hella hoes
1850,0,nigga gets alot bitches gonna value like someone else would youre another one lol cut
1851,0,luhv u tioo drunk bitch lol
1852,0,going talk shit sister play pussy shit say face yo justsaying slapabitch
1853,1,one friend greet insult niggers
1854,0,go text hoes
1855,0,scale bitch literally hahaha
1856,0,dude fucking legend bruh fuck right pussy lmao true legendfuck right pussy
1857,0,seen pregnant bitches fight look like sumo wrestlers
1858,0,birthday yesssss obviously nobody cares bitch
1859,0,donny hoe since
1860,0,trynna find bitch fat ass
1861,0,lool agree fucked show ever watched misfits wen simone wifed hoe saddest
1862,0,saw ashton hardly anyone cared waiting harry wtf bitch ashton grill feel
1863,0,hoes feel like photo didnt get enough favorites
1864,0,see many mad hoes tl tht shit illegal tbh
1865,0,shorty name masika surprised hoe
1866,0,wifey means pussy good right gotta go months basically
1867,0,bro birds stay sex daily said look hands
1868,0,tag friend sucks flappy bird
1869,0,used obamacare website definitely change password hahahahahah sad boon
1870,0,clothes dryer tryna dry clothes throw hoes
1871,0,lmao nvm right bitch go drink warm milk go bed
1872,0,bitch said lie much bitch worth telling truth
1873,0,ready another tat doeeee right hoe
1874,0,group chat bitches call yall undercover feds watching everybody
1875,0,smh gotta grow least know bitches want swear
1876,0,ex hits miss bullshit lol bitch die
1877,0,hoe gone jam watch throwing ass bitch fuck party
1878,0,yo mama confused u lol hoes got manners
1879,0,hoes still known
1880,0,fuck look like ho look like yes ya look like
1881,0,raided nicki wig closet summer bad gals wanna fun bitch nerve smh
1882,0,fall love bitch bestadvice
1883,0,yall niggas think hang around crib nothing bitch getting bread
1884,0,kimberley story far scariest story ever heard pussy
1885,1,fleek yo vocabulary faggot
1886,0,fake bitches want hugs
1887,0,shine hoes look baby daddy
1888,0,really hate poly bitches man
1889,0,got felony got bitches
1890,0,bitch bitch ms bitch
1891,0,female population needs stop bitch
1892,0,ya niggas play fuck niggas play keeps bitches fuck wit
1893,0,hung boys bathroom st dominic silly bitches
1894,0,read receipts bitch bitchyest bitch ever
1895,0,dat bird bitch heavy birdcage bitch byyyyyyrrrrrrrrrrrrr bitch
1896,0,aye hoes start coming forget put
1897,0,herd hoes lol lmao hope shit schressful
1898,0,hoe association real thing yes
1899,0,like want love like rashad amp new new shit already got one lying ass hoes lmao
1900,0,cant talk right got pussy tongue
1901,0,single cuz hoes left good ones taken lmao lt female tl thats single sno bop
1902,0,back cause wanna see boys lose trash vote sos
1903,0,relationship idea girls trash love lives
1904,0,ananconda want none unless u clean shitty buns hun
1905,0,shitty pussy
1906,0,ur pussy smell like dumpster juice wow
1907,0,mean niggaz shot ill give k u let nigga smell pussy smell like shit
1908,0,k michelle pussy smell like shit
1909,1,faggot respect
1910,0,fruit modern yankees farm system joba nut
1911,0,fat chance ever catch drinking beer bitches
1912,0,outside house comeout bitch
1913,0,lmfaooooo u bitch using shit
1914,0,wtf bitch dasss come practice
1915,0,never worried next bitch always worryin next meal tryna fuckin eat fuck talkin bout
1916,0,damn always tweeting halfassed tweets meant say hoes still dont make sense
1917,0,amp wealthy aunt said handsome fuck hoes broke
1918,0,tend sense bitches older sad
1919,0,hoe wanna fight right
1920,0,hoes tbh highest keys
1921,0,kissing bitch anytime soon
1922,0,light weights pussies
1923,0,got netflix watch fresh hoe live name chuck e chuckie
1924,0,essence fest anyone main stage stepping uncle charlie
1925,1,u unfollowed dm u say rude cunt lmao dm
1926,0,talk girl paid sew show u atleast got type boss bitch lol wth
1927,0,cute text ey bitch come pizza
1928,0,one wants see curvy women karl lagerfeld retarded
1929,0,colts nation put yall money bitch chuassup
1930,0,badly hahahah omg yall pussies
1931,0,lol yo bitch read books eat fruits hoe
1932,0,charlie strong texas back power better power big anybody
1933,0,trap keep fly love ayyyyy got hoe forever huh
1934,0,bitches getting mommy money niggas
1935,0,god drake trash dawg thank ass water
1936,0,already school fuck hate hope trip stage graduation hoe
1937,1,want affection also want left alone see issue fag
1938,0,show lotta love sisters tho bitches predictable im trouble
1939,0,niggas swear love honest bitch tho salty bm
1940,0,nah lemme chill love bitches like trick love kids amp know
1941,0,nasty pay bills bitch
1942,0,told bitch stop texting phone shawty crazy glad know
1943,0,bitch frozen ever let go
1944,0,history test made bitch haha
1945,0,punched nose accident shocked crap bitch hurt
1946,0,car hopping different world ghetto guys tried asking number lol ghetto tho
1947,0,tax fraud bet dare tweet voting bitch tweeting politics
1948,0,jew lawyers doctors say nigga ran lol nope say shit like queer though
1949,1,yall think ok faggots want us cool
1950,0,dudes try fuck ya bitch behind ya back tell aint good ya happend
1951,0,east coast colored hair everywhere must sweetest wave ever
1952,0,b oreo stunt come thru
1953,0,one single bone body gives fuck next bitch thinks
1954,0,think girlfriend get locked shed first one raped pussy really bitch really swerve
1955,0,dumb ass bitches next time
1956,0,people even get crushes im like total bitch
1957,0,look benz bitch shit lmaooo
1958,0,cool story bitch pass blunt bitch
1959,0,girl stress ion even hoes shit saying lol
1960,0,feel sorry anyone paid lic edc trash music
1961,0,queen latifah dyke id contemplate fucking rns wait
1962,0,lol love little bitch
1963,0,u want cig ur lovey gf go get potato guilt trip city lil bitch
1964,0,traded nikes new mic guess safe say sold soles new life bada
1965,0,time amp place decaf coffee never amp trash mommymonday humor via amp
1966,0,best asian massage brooklyn park slope top rated spa
1967,0,best asian massage brooklyn park slope top rated spa
1968,0,best asian massage brooklyn park slope top rated spa
1969,0,best asian massage brooklyn park slope top rated spa
1970,0,best asian massage brooklyn park slope top rated spa
1971,0,best asian massage park slope top rated spa
1972,0,best asian massage park slope top rated spa
1973,0,best asian massage park slope top rated spa
1974,0,best asian massage park slope top rated spa
1975,0,best asian massage park slope top rated spa
1976,0,best asian massage park slope top rated spa
1977,0,best asian massage park slope top rated spa
1978,0,best asian massage park slope top rated spa
1979,0,best asian massage park slope top rated spa
1980,0,best asian massage park slope top rated spa
1981,0,best asian massage park slope top rated spa
1982,0,best asian massage park slope top rated spa
1983,0,best asian massage park slope top rated spa
1984,0,best asian massage park slope top rated spa
1985,0,grand opening top class oriental massage perfect
1986,0,grand opening top class oriental massage perfect
1987,0,grand opening top class oriental massage perfect
1988,0,grand opening top class oriental massage perfect
1989,0,grand opening top class oriental massage perfect
1990,0,grand opening top class oriental massage perfect
1991,0,grand opening top class oriental massage perfect
1992,0,grand opening top class oriental massage perfect
1993,0,lie nigguh
1994,0,bitch winning
1995,0,amp defiantly let bitch fw nigga already get best fuccin wit hand downs amp shit
1996,0,amp keep bitch part fashion nigga see see catch traffic
1997,0,amp bitches bound get hurt cause lot niggas playing
1998,0,amp fuck bitch
1999,0,amp ion bitch yeah understood need explained
2000,0,amp sister really going fucken deny yet sprays room febreeze like really bitch going deny
2001,0,amp bitch ask jeans sag cuz tryna hold bandz
2002,0,amp thots wearing uggs itsfallbecause negros pulling timbs
2003,0,amp amp hoes
2004,0,amp amp tha bitches start hating wen bitch lost
2005,0,amp amp hoes round opening legs like walmart doors
2006,1,amp say mean dyke ron wcw
2007,0,gt mfw rachet ass hoe drops scripture religious stuff social media
2008,0,gt lt metal monkey balls
2009,0,lt lt lt lt lt lt bitches much twitter
2010,0,lt lt lt yellow outside
2011,0,lt nudes trash
2012,0,jokes aside goin thru niggah heart hurt smh
2013,0,hoes loyal
2014,0,know believe cause pussy mee fuck many niggahs fuck niggahs
2015,0,annnie say fuck niggah soo weak tell freak lookin love
2016,0,august alsina deserved niggah
2017,0,baby moanin got zone nn want bitch next pussy like ecstasy
2018,0,babyy moaaaanin got zone nn want bitch next pussy like ecstasy
2019,0,beat pussy till red like rosters fuck get moovin like hoovas
2020,0,love stressful niggah
2021,0,bitch caught body week ago fuck us get tweekin hoe run niggah get
2022,0,broke tf outta niggah stopped playen defense
2023,0,cause hoes loyal niggahs either go callin hittas
2024,0,cause hoes loyal niggas either go callin hitters
2025,0,club solo deep fuck valet cause parked street lordddd knows trust hoes
2026,0,ask feelings cause bitch got tf sad fucking feelings
2027,1,sleep niggah chood
2028,0,elza jones whipppppppen drifting last night lol tu niggah
2029,0,entertain flirtin ass niggah want gon yo niggah friendly ass
2030,0,freshman year senior year really niggah started brothers years ago today crazy
2031,0,fuccccck niggah cali swag r p jayare
2032,0,fuck right pussy
2033,0,fucking first night make hoe
2034,0,get head twitter niggahs bracken ima baby momma killa yo bitch get
2035,0,got niggahs salty meeeee cause yo dream bitch main slide
2036,1,happppppy birthdayyyy lol niggahs really bitch
2037,0,happy birthday main niggah right minute dreams bein rich
2038,0,hate female got mentality niggah
2039,0,ever sex ina cherry red vet witha fat trap niggah keep pussy sooo wet
2040,0,hoes mind fuck hoes time fattrel
2041,0,trippen cause like anyways got niggah got girl anyways yea anyways
2042,0,trippen mo done dropped knocked owe could neva foo hoe put
2043,0,like niggahs like yo bitch na check idc mine
2044,0,fw niggahs everyday neva changed always niggah thru shit niggahs
2045,0,guess niggah believe ya proof ya name lot things man wont ya
2046,0,hate guesss tried talk mee ass bitch
2047,0,feel like mouthpiece cold give lessons every niggah ever got turned low cost hmu
2048,0,know know know streets fuck strong bitches gon fuck money
2049,0,rather jack fuck hoes tbh shit boring give wife
2050,0,really give fuck start got hoes fuck bitches shit deleting yo
2051,0,still got time bitch actin iffy
2052,0,thinkkk shee knows maaaa otheeeeeeeer bitch
2053,0,told niggah maya angelo died niggah gon ask red ninja turtle wtf
2054,0,took bitch set yo bitch get around set dicked bitch set yo
2055,0,never date female another niggah name lol wtf
2056,0,wonder females ever sit around think bout yall hoes unfaithful yall really
2057,0,bring girl around nobody leo niggah know mess
2058,0,hard kill countin cake finest bitch take makeup still look like finalist
2059,0,gon ever niggah hit likes every picture get whoever want period
2060,0,niggah show public babbbbbbyyyy lol
2061,0,id rather sit house day jack bust mission literally chill bitch
2062,0,idk niggah give female head throw condom lmaooo niggah already ate whole std
2063,0,ever put trust ina bitch always hurt
2064,0,ever put trust ina bitch always hurt
2065,1,ugly ass niggah tf chuu baka anyways niggah look like
2066,0,yo new niggah dress better even close looking better dnt try make
2067,0,get yo girl took mad niggah mad cause owe loyalty
2068,0,ima kill pussy straight murder shit ima eat eat eat lick till slaps aye
2069,0,ima pull eat pussy dip
2070,0,ima real young niggah witha muhhfuckin attitude walk yo spot would think niggah mad
2071,0,ima young rich niggah tryna fuck niggah bitch ex rat naybahoods fuckin bitch
2072,0,indiana niggah tell muhhfuckin grammar swear got hoes like santa
2073,0,jody niggah got boo pregnant niggah take responsibilities
2074,0,want nobody else texting inboxing kiking dming snapchatting emailing yo girl niggah
2075,0,old lil proton feel bitches gon feel niggahs kill
2076,0,lemme find answer call cause otp niggah
2077,0,leo apolonio look niggah drive bike
2078,0,looked ex profile struggling weak ass niggah god good
2079,0,niggah alsina doin thang
2080,0,make niggah buy ring ya finger jimmies ya feet jeans back lingerie
2081,0,mann hoes get nothin dick instructions mee fucccccckn said
2082,0,mannnnn wake bitch asses blood
2083,0,charger got fucked finna wrap cord tf around phone bitch finna charge today cuhz
2084,0,baby mama trippen bitch shoot
2085,0,nah hoe niggah bitch niggah rich niggah shits niggah getchu chipped niggah
2086,0,niggah said girl limits thirsty niggahs stay inbox bitch look like kunta kintes
2087,0,niggahs stay thinkin want girl nevvvvva niggah
2088,0,feelins hoe main thang niggahs thang niggahs gangbang
2089,0,g like stop controllin like bitch fuck thought like niggah fuck mean
2090,0,ok texas bitch keep textin callin cryin stressin bout another bitch allegedly
2091,0,ok texas bitch keep textin callin cryin stressin askin another bitch allegedly
2092,0,twitter say ridin niggah really fuck pull trigger
2093,0,r p deshawn know know darkskin niggah hood named deshawn getting shot tonight
2094,0,ran good game royal niggah
2095,0,said neva love bitcccccch bitches steady lovin ayeeee
2096,0,see gotta get money palms itchin niggahs gossip like hoes bitches
2097,0,shawty wanna tell secrets rap niggah tell bitch attractive hold
2098,0,drippen vanillaaaaa know pussy killaaaa
2099,0,herd dope boy herd gold digger know real bitch fuck like real niggah
2100,0,love talk crazy suck niggah dick whole lotta spit let drip yea catch
2101,0,mad like mins got hit right back lol care niggah
2102,0,somebody come look niggah right kevin hart voice lol
2103,0,someone let know drake cold favorite rapper niggah hard
2104,0,south central niggahs really lovin hoes hoes lovin niggahs
2105,0,fb profile checker thing fake mf added bitch yesterday top fuck fr
2106,0,one niggah grab aux cord start playen weak ass music
2107,0,hoes finna like owieee trey august chris brown baby time lmfaooooooo hoes loyal
2108,0,niggahs bitches call momma tell come get emm either shoot shoot whoever
2109,0,niggah kevin hart sit lmaoooooooooooo niggah niggah
2110,0,cuh went time settle hoes
2111,0,niggah yanni like hangin niggahs mid sentence
2112,1,niggah pharrell whatever niggah name deserve shit white ass gay song
2113,0,runnin k fades niggah tyreon leo ko lmfaoo
2114,0,waaaaittt niggah holllll niggahs come town start wife n old sluts
2115,0,wake blessed steaight kush stress thankin god success bitches say best
2116,0,bestf shyanna pen main niggah ronnie jackson iii movie bound pick homies
2117,0,complaining thirst traps fr models dress like ass stfu make hoe wtf
2118,0,hoes get turned reason like owieee got tats bang wifi password
2119,0,like sayin money buy happiness name niggah sitting lambo crying
2120,0,deserve x august alsina im dedicating old side hoes
2121,0,gottttta mad madddd niggah sayin name must got madddddd niggah
2122,0,messin broke niggahs gon broke niggah
2123,0,niggahs actin like hoes sale
2124,0,tall tree ass females talkin bout catching feelings bitch need catch touchdown
2125,0,comes pussy fucking friends hostel iii really watching right
2126,0,good jeter hero yankees send via
2127,0,cause aint eem watchin awards yet hoes hatin kim k
2128,1,damn whitey get kick newest form white privilege
2129,0,eff let go cripple see wendy davis new attack ad video
2130,0,every bitch got fat ass rns
2131,0,forget salute trash guy bad war cairo ii sympathize w pockistan gays hurting morale thanks king
2132,0,scandal sex scene airs abc right great pumpkin charlie brown making parents angry
2133,0,views gon instagram picture titles brace yaself nigs
2134,0,drowned ur pussy swam ur easily eloquent message sent xbox live
2135,0,u turns yellow aceptar este luz rojo lights taking long make bilingual
2136,0,con also provide colored stickers place nametags members indicate preferred pronouns
2137,0,looks oomf pretending bitches really work nah
2138,0,via charlie angus sending made china canadian flag pins back conservatives
2139,0,bows yes bitchmaster bitch
2140,0,backflip thissssssss niggas switch opinions like faggots
2141,0,gigantic big faggot chubbs bout earl
2142,0,nicolas cage unrolls dusty secret scroll says james madison whiny little bitch
2143,0,searches yellow pages app nearest jack box
2144,0,sings killed pussy died eyes open
2145,0,teachers call pussy senior skip day
2146,0,bo bruh lol retired mw everything trash afterwards
2147,0,bitch breathes could
2148,0,chops bird call flaps hands
2149,1,goes olive garden turns cracker goes black friday shopping turns nigger
2150,0,karate karrenchi still bird ass bitch
2151,0,live lol wrong bitches man
2152,0,loud jamaican horns u still single yall find ugliest hoes attractive
2153,0,makes wise argument accelerated warholian notion celebrity era vine passing teens mock old wrinkled balls
2154,0,pops pussy singles
2155,0,pregnant crazy bitch wus answer looking
2156,0,puts people bitch face
2157,0,rubs hands like bird man
2158,0,scrolling fb hoe says need man cuddle cold bitch nobody wanna touch ratchet ass
2159,0,squak squak squak squak bird shut squak alex act defiance
2160,0,waits fanduel hit jig
2161,0,joe budden makes people delete twitter accounts lmfao pussy tho blocked
2162,0,otakon badge going lovingly refer cripple ribbon
2163,1,gusta typing like retard make person look dumber pretending agree bazinga
2164,0,animal crackers want animal crackers shaped like master chiefs trolls gun shit thatd rule
2165,1,gt ankle socks general faggots bro
2166,0,many hoes really
2167,0,help maybe gotta card sorry tranny died motel room wife knows applebees gift card
2168,0,requires soundcloud links tumblr bitches might let play party
2169,0,feel bad women continually flock darkness thugs talk big talk simple minded hoes
2170,0,bitches catch feelings damn time
2171,0,lol nah hoes dealt
2172,0,nobody sell orange flavored colored bubblegum fuckin problem giants fuck going pack
2173,0,tweeting tablet baller bitch
2174,1,aaaaaaaaand begins fucking niggers kentucky ever
2175,0,goin back school hoes class two
2176,0,show obama called whitish motherfuckers would cry racist like lil bitches blackish
2177,0,amber rose rock bald head bald pussy motherfucker
2178,1,white rolls eyes rip nigga trayvon worthless spear chucker
2179,0,yes indeed camels ostriches zebras sept vccamelraces
2180,0,loves austin webber boon hcota
2181,0,really talk like buck nigger
2182,0,running around town delivering food people takes trash perfect boyfriend
2183,0,could play minutes charlie brown wah wah wah adult sound effect instead
2184,0,always feel like go season offensive concepts inevitably trash get good
2185,0,wow impeachment look using vocab workshop words guess half wrong dumb cunt
2186,0,street birds homeless people twittering amsterdam via
2187,0,hey race baiting fbi informant bitch punk ass speaking justice
2188,0,try visiting night real spook
2189,0,thank dawn see state bird graces avatar
2190,0,klain real sole job dampen mushrooming bad pr political fallout heading nov election
2191,0,could wearing trash bag still stylish coolest human know
2192,0,al qaeda market share dropping faster viacom amp enron jihadi stock market
2193,0,love obama unrequited however obama clearly putin bitch
2194,0,putin pushing land china completely revamping armed forces fucking retard stay country
2195,0,baby momma bitch wife like pac u need thug ya life
2196,0,good girl worth hoes
2197,0,loyal girl gt oo hoes
2198,0,day bitches
2199,0,game k finish new book john grisham cold hoe
2200,0,thang know bitches come n go keep em bussiness
2201,0,time lonely hoes watching scandal runs
2202,0,crossed eyed albino control
2203,0,vader sith jedi duh vader also whiny bitch yoda motherfucking yoda micdrop
2204,0,drunk walk let drive got bitches night party start til drugs arrive loaded
2205,0,semi evolved monkey desperately searching validation meaning life bbqd ok mango salsa
2206,0,slap hoe
2207,0,pretty close trash ass nigga quote guess body count
2208,0,average need scale ghetto u
2209,0,days til christmas bitches
2210,0,mile dead zone radius around philly gotta go ny dc tri state needs better bitches
2211,0,yea like money order bad asian bitch yea look like kemora
2212,0,mil cause romo bitch ass dez amp witten eating
2213,0,w depot pussyfootin xxxmas hoe hoe hoe motherfucker santa claws coming town
2214,0,oz arizona trash
2215,0,like blocked bitch start blocking us ferguson
2216,0,shy bitch homosexual
2217,0,eggs sunny side nicca
2218,0,twitter ever get pussy dick
2219,0,year old pussy tastes like hope
2220,0,yr scrap might get life prison murderin norte nigga el pollo loco story rd
2221,0,killin hoes
2222,0,world series rematch yankees braves
2223,0,x yellow tower gilbert claes
2224,0,st game fall finna kill hoes
2225,0,wayhustle come get signed bitch self paid
2226,0,iubb games im bloomington btown good ncaa basketball college indiana iu hoosiers
2227,0,adult human skulls found trash
2228,0,bad bitches glocks choppas
2229,1,beer queer
2230,0,faced bitch
2231,1,hoes dyke
2232,0,hoes everything
2233,0,thangs bitch say broke n ha period late
2234,0,year starting street put fag funnyguy
2235,0,knowing wtf bitch
2236,0,seniors chill fuck years seniors basic ass bitches
2237,0,k tweets hoe like thank supportive fans tweets come
2238,0,bitch bitch hella chillin also thanks tolerating friend
2239,0,talented drivers really glad yellows yellows
2240,0,rozay idgt mad cuz twan fuck bitch
2241,0,flappy bird suck dick lick balls swag
2242,0,pac real af temptations thats exactly niggas getting money bitches
2243,0,fine cheapwine com used email address chat line bitches hittin
2244,0,k coaches retarded would put point guard tho
2245,0,millionaires walked tripping bitch paid fight lmao
2246,0,things cant stand dealing bitch hit feet b stank ass breath c skank ass ways
2247,0,years today fucking retard fell love stupid wish coldhearted neverlovingsomeoneagain dontneedanyone
2248,0,bitches fuck wid
2249,0,mins n pick trash meijer u guys understand took shots trip
2250,0,bitch hot done took flight
2251,0,touchdown clock michigan hoes
2252,0,dont like hoes
2253,0,fat hoes ina caddilac u tell jus lost dey luxury car ride virginity hoes happy lmao
2254,1,old hoes ponk dyke outchea girl talk
2255,0,stacks heels bitch feet car seat still smellin like keys tell plug lookin increase
2256,0,moke
2257,0,mins bitch drop
2258,0,know ya bitch
2259,0,th beat pussy like snitched serve time state correctional facility years
2260,0,th long bitches
2261,0,bags chips rice krispies seeds gummies pop tart crackers powerades water yuhhh good lol
2262,1,white men pick trucks screaming nigger coach got nerve get mad missed free throw
2263,0,still awake yay time chug coffee red bull foreseeable future hopefully pass behind wheel
2264,0,sos trash
2265,0,whizzing crackers cats got amp playing hockey lol crazycats
2266,0,ugly thot bitch shoes
2267,0,sos like come hang us u fugly oh side hoes left thnx
2268,0,thharmony user followed unfollowed prude ass hoe
2269,0,hoes fat big boned hehehehehe
2270,0,bout match wit dis nicca donnydinero
2271,0,pounds never fails make cry im bitch relate
2272,0,years later bitch still didnt learn lesson lol remember first major nude leak generation
2273,0,needs hurry chilly bitch
2274,0,girls u went hs look horrible wanna believe bout piss facebook hoes
2275,1,mo let kill crackers kill babies new black panthers hijack ferguson presser
2276,0,species birds reported chesterfield great backyard bird count many area
2277,0,species birds reported chesterfield great backyard bird count many area
2278,0,percent yo bitch percent scrap
2279,0,niggas goofy act like bitches
2280,0,feature car yellow black feature car buck tag radiator support xx miles
2281,0,got missed call yo bitch
2282,0,truly talented people come across retarded professionally awful untalented people point polite
2283,0,percent trash dump sea missing good thing
2284,0,problems bitch
2285,0,problems bitch one
2286,0,point need discuss delicious vegan brownie u st tastes
2287,0,well sucks kobe still filthy hate u want dont respect ur retarded
2288,0,gt good pussy comes price tag
2289,0,bitch
2290,0,tho bitch wants included fuckin baldly bruh
2291,0,chick gorgeous fine pussy stinks
2292,0,person significant hoe cheating
2293,0,bitch use whipers
2294,0,hick yes
2295,0,happens getting pussy pussy twitter seems like clear cut choice hahahaha
2296,0,charlie sheen could coach better crusty dusty yeah hired bryan price pitching coach
2297,1,bet starbucks queer
2298,0,bitch gross fuck touchin saggy titties
2299,0,could fuck bowl graham cracker cereal
2300,0,bitch caught body week ago everybody catching bullet holes
2301,0,hard qa time also pain mock unit tests
2302,0,bitch
2303,0,nothing like waiting till last game season peddle shit website heeb
2304,0,fugly loose hoe
2305,0,blessjesus yes felt touched soles humanity stains impressions leaves reflections
2306,0,booksofgodwidom proverbs also laugh calamity mock fear cometh
2307,0,holyspirit god still share secrets amos blessings jesus
2308,0,jesus genesis ground lord god formed every beast field every bird sky initiating
2309,0,bitch fucking told sit seat yo dumbass come saying sitting bitch vote sos
2310,0,fag
2311,0,bitches bitches
2312,0,fuc pussy nasty
2313,0,maybe crow obama democrats mawbar might well republican
2314,0,amp foolish proud selves roll eyes pretend dont see mock laff arrogant attitudes
2315,0,whips mommy belt arrested black womans real nigger yet got wanted death
2316,0,aint real nigger oh bad real nigga praise sonsof satan realnigger qualitaties im hating
2317,0,wonder run nose first yo real nigger amp white devil massah man pointing another convince u less
2318,0,cry lost pussy emotional sissy get amp front hoes simple minds amp point brothas like
2319,0,bitches need tan
2320,0,old ratchet hoes bruh
2321,0,pussy
2322,0,yu ah hoe
2323,0,wonder charlie brown would say days
2324,1,good enough fag
2325,0,little bitch ass getting tased get home
2326,0,haha still little bitch though
2327,0,bc cunt hoe bag
2328,0,looks like plastic monkey doll
2329,0,lmao excuse bitch soundcloud
2330,0,go cunt somewhere else
2331,0,stfu hoe fucking answer smack shit outta faggot aunt
2332,0,glad still trying figure emoticons damn motorola give bitch finger
2333,0,trash kickin yo ass
2334,0,reminds oreos lmao
2335,0,bitches far fuck us got el gran pollo way serves us well
2336,0,iycmi get work done keep showin bitches
2337,0,ima act like hit hoe pass like earlier
2338,0,fag rhymes gag
2339,0,fuck tony greaseball piece shit
2340,0,u said hoe
2341,0,hoes
2342,0,gone die playin dawg bitches gone ruthless
2343,0,push wall slowly take panties write alphabet ur tongue tight pussy
2344,0,time amend th amendment written protect newly freed ex slaves lived purpose time end anchor baby loophole
2345,0,laugh oreos lady gaga sunday day
2346,0,yeah run squirrels coons
2347,0,bitches hoes surprised
2348,1,faggot
2349,0,hey always go sometimes three crazy bitches one suave mfer trick going
2350,0,watched llewyn davis doc warm fuzzies abound
2351,0,laughing hoe
2352,0,beautiful bride tell erica congrats remembers nig
2353,0,lmao brutal nigs get jobs lol
2354,0,sighs bitch woman learn difference know fat called scarf dumbass
2355,0,dr phil trouble figuring fat ass wants eat drinks bitches
2356,0,heard hillbilly grousings bugs much worse kv since mic shut
2357,0,cleaned entire fucking weight room looked like tornado went bitch c mon franklin
2358,0,ghetto sweet movie quote try
2359,0,little bitches proven wrong momsdemand gunsense
2360,0,shut bitch
2361,0,bruh blankets like bitch right
